pcs0,pcs1,pcs2,pcs3,pcs4,pcs5,pcs6,pcs7,pcs8,pcs9
0.13333333333333333,0.2,0.10526315789473684,0.125,0.15384615384615385,0.13333333333333333,0.125,0.13333333333333333,0.13333333333333333,0.125
0.14285714285714285,0.14285714285714285,0.1111111111111111,0.125,0.14285714285714285,0.13333333333333333,0.125,0.14285714285714285,0.14285714285714285,0.11764705882352941
0.13333333333333333,0.2,0.11764705882352941,0.125,0.14285714285714285,0.13333333333333333,0.125,0.13333333333333333,0.13333333333333333,0.125
0.13333333333333333,0.2,0.10526315789473684,0.125,0.15384615384615385,0.13333333333333333,0.125,0.13333333333333333,0.13333333333333333,0.125
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.18181818181818182,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.14285714285714285,0.11764705882352941,0.16666666666666666,0.18181818181818182,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.2,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.2,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.18181818181818182,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.18181818181818182,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.2,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.2,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.2,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.18181818181818182,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.2,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.2,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.18181818181818182,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.18181818181818182,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.18181818181818182,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.2,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.2,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.18181818181818182,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.13333333333333333,0.11764705882352941,0.16666666666666666,0.2,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.2,0.14285714285714285,0.11764705882352941,0.16666666666666666,0.18181818181818182,1.0,0.15384615384615385,0.2,0.2,0.14285714285714285
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.25,0.2857142857142857,0.125,1.0,0.15384615384615385,0.16666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.3333333333333333
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.06896551724137931,0.058823529411764705,0.07142857142857142,0.06451612903225806,0.06666666666666667,0.07407407407407407,0.0625,0.07142857142857142,0.07142857142857142,0.06060606060606061
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.2222222222222222,0.25,0.11764705882352941,0.4,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5
0.13333333333333333,0.10526315789473684,1.0,0.13333333333333333,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.10526315789473684
0.13333333333333333,0.10526315789473684,1.0,0.13333333333333333,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.10526315789473684
0.13333333333333333,0.10526315789473684,1.0,0.13333333333333333,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.10526315789473684
0.13333333333333333,0.10526315789473684,1.0,0.13333333333333333,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.10526315789473684
0.13333333333333333,0.10526315789473684,1.0,0.13333333333333333,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.10526315789473684
0.13333333333333333,0.10526315789473684,1.0,0.13333333333333333,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.10526315789473684
0.13333333333333333,0.10526315789473684,1.0,0.13333333333333333,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.10526315789473684
0.13333333333333333,0.10526315789473684,1.0,0.13333333333333333,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.10526315789473684
0.13333333333333333,0.10526315789473684,1.0,0.13333333333333333,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.10526315789473684
0.13333333333333333,0.10526315789473684,1.0,0.13333333333333333,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.10526315789473684
0.125,0.10526315789473684,1.0,0.13333333333333333,0.10526315789473684,0.11764705882352941,0.10526315789473684,0.15384615384615385,0.15384615384615385,0.10526315789473684
0.125,0.10526315789473684,1.0,0.13333333333333333,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.15384615384615385,0.15384615384615385,0.10526315789473684
0.125,0.10526315789473684,1.0,0.13333333333333333,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.15384615384615385,0.15384615384615385,0.10526315789473684
0.125,0.10526315789473684,1.0,0.13333333333333333,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.15384615384615385,0.15384615384615385,0.10526315789473684
0.125,0.10526315789473684,1.0,0.13333333333333333,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.15384615384615385,0.15384615384615385,0.10526315789473684
0.125,0.10526315789473684,1.0,0.13333333333333333,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.15384615384615385,0.15384615384615385,0.10526315789473684
0.125,0.10526315789473684,1.0,0.125,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.15384615384615385,0.15384615384615385,0.10526315789473684
0.125,0.10526315789473684,1.0,0.125,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.15384615384615385,0.15384615384615385,0.10526315789473684
0.125,0.10526315789473684,1.0,0.125,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.15384615384615385,0.15384615384615385,0.10526315789473684
0.125,0.10526315789473684,1.0,0.13333333333333333,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.15384615384615385,0.15384615384615385,0.10526315789473684
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.10526315789473684,0.09523809523809523,0.11764705882352941,0.1,0.09523809523809523,0.1,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.09090909090909091
0.2222222222222222,0.25,0.1111111111111111,0.25,0.16666666666666666,0.15384615384615385,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
0.2222222222222222,0.25,0.1111111111111111,0.25,0.16666666666666666,0.15384615384615385,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
0.2222222222222222,0.25,0.1111111111111111,0.25,0.16666666666666666,0.15384615384615385,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
0.2222222222222222,0.25,0.1111111111111111,0.25,0.16666666666666666,0.15384615384615385,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
0.2222222222222222,0.25,0.1111111111111111,0.25,0.16666666666666666,0.15384615384615385,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
0.2222222222222222,0.25,0.11764705882352941,0.25,0.18181818181818182,0.14285714285714285,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
0.2222222222222222,0.25,0.1111111111111111,0.25,0.16666666666666666,0.15384615384615385,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
0.2222222222222222,0.25,0.1111111111111111,0.25,0.16666666666666666,0.15384615384615385,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
0.2222222222222222,0.25,0.1111111111111111,0.25,0.16666666666666666,0.15384615384615385,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
