pcs0,pcs1,pcs2,pcs3,pcs4,pcs5,pcs6,pcs7,pcs8,pcs9,pcs10,pcs11,pcs12,pcs13,pcs14
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.5,0.10526315789473684,0.06060606060606061,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.09090909090909091,0.09090909090909091,0.5,0.14285714285714285,0.5,0.10526315789473684,0.2222222222222222,0.10526315789473684,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.13333333333333333,0.07142857142857142,0.2857142857142857,0.13333333333333333,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.13333333333333333,0.25,0.13333333333333333,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
0.25,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.25,0.11764705882352941,0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.15384615384615385,0.25,0.15384615384615385,0.2222222222222222
